date,location,crime_type,details
2026-02-04,"Avenida Heitor Penteado, 1415 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-22,"Avenida Heitor Penteado, 2074 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-03,"Avenida Albino José Barbosa de Oliveira, 2516 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-13,"Rua Coronel Quirino, 458 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-04,"Avenida Albino José Barbosa de Oliveira, 1811 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-17,"Rua Coronel Quirino, 1031 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-17,"Avenida Heitor Penteado, 1483 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-18,"Avenida Albino José Barbosa de Oliveira, 1450 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-04,"Avenida Albino José Barbosa de Oliveira, 1777 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-18,"Avenida Albino José Barbosa de Oliveira, 303 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-06,"Avenida Albino José Barbosa de Oliveira, 1785 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-13,"Avenida Albino José Barbosa de Oliveira, 2813 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-03,"Avenida Heitor Penteado, 2251 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-07,"Avenida Albino José Barbosa de Oliveira, 1774 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-22,"Avenida Heitor Penteado, 1263 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-01,"Avenida Albino José Barbosa de Oliveira, 3410 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-27,"Avenida Heitor Penteado, 561 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-21,"Rua Maria Monteiro, 1107 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-20,"Avenida Heitor Penteado, 2579 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-23,"Rua Maria Monteiro, 40 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-27,"Rua Coronel Quirino, 809 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-01,"Rua Maria Monteiro, 696 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-05,"Avenida Heitor Penteado, 2952 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-01,"Avenida Heitor Penteado, 1280 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-12,"Rua Maria Monteiro, 339 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-24,"Avenida Albino José Barbosa de Oliveira, 1521 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-12,"Rua Coronel Quirino, 913 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-10,"Rua Maria Monteiro, 567 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-10,"Avenida Heitor Penteado, 1438 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-22,"Avenida Heitor Penteado, 1698 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-15,"Rua Maria Monteiro, 189 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-23,"Rua Coronel Quirino, 1788 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-20,"Avenida Heitor Penteado, 221 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-02,"Avenida Albino José Barbosa de Oliveira, 251 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-21,"Avenida Albino José Barbosa de Oliveira, 58 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-20,"Avenida Heitor Penteado, 2155 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-02,"Avenida Heitor Penteado, 470 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-04,"Avenida Albino José Barbosa de Oliveira, 114 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-08,"Avenida Heitor Penteado, 281 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-12,"Avenida Albino José Barbosa de Oliveira, 3017 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-25,"Avenida Albino José Barbosa de Oliveira, 405 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-18,"Avenida Albino José Barbosa de Oliveira, 2650 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-04,"Rua Maria Monteiro, 1201 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-16,"Avenida Albino José Barbosa de Oliveira, 3299 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-22,"Avenida Albino José Barbosa de Oliveira, 572 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-22,"Rua Maria Monteiro, 1147 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-16,"Avenida Albino José Barbosa de Oliveira, 1582 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-09,"Rua Coronel Quirino, 865 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-05,"Avenida Heitor Penteado, 645 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-28,"Avenida Heitor Penteado, 2005 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-12,"Rua Maria Monteiro, 438 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-13,"Avenida Albino José Barbosa de Oliveira, 2416 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-03,"Rua Coronel Quirino, 965 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-28,"Avenida Albino José Barbosa de Oliveira, 1024 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-08,"Avenida Albino José Barbosa de Oliveira, 3368 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-09,"Rua Maria Monteiro, 1188 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-04,"Avenida Heitor Penteado, 2608 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-21,"Avenida Albino José Barbosa de Oliveira, 3202 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-17,"Rua Coronel Quirino, 323 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-07,"Avenida Albino José Barbosa de Oliveira, 216 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-26,"Rua Maria Monteiro, 1083 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-13,"Avenida Heitor Penteado, 1709 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-01,"Rua Coronel Quirino, 1382 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-17,"Rua Maria Monteiro, 646 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-28,"Avenida Heitor Penteado, 2423 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-19,"Avenida Albino José Barbosa de Oliveira, 1256 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-06,"Avenida Albino José Barbosa de Oliveira, 1791 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-25,"Avenida Albino José Barbosa de Oliveira, 320 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-14,"Avenida Albino José Barbosa de Oliveira, 737 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-15,"Rua Maria Monteiro, 361 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-24,"Avenida Heitor Penteado, 1927 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-07,"Avenida Albino José Barbosa de Oliveira, 3457 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-28,"Rua Maria Monteiro, 412 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-15,"Avenida Heitor Penteado, 1224 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-19,"Avenida Heitor Penteado, 2012 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-15,"Avenida Heitor Penteado, 55 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-15,"Rua Maria Monteiro, 1221 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-24,"Rua Maria Monteiro, 665 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-06,"Rua Coronel Quirino, 1031 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-01,"Avenida Albino José Barbosa de Oliveira, 3270 - Barão Geraldo",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-14,"Avenida Heitor Penteado, 2039 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-10,"Rua Maria Monteiro, 365 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-23,"Avenida Heitor Penteado, 26 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-19,"Avenida Heitor Penteado, 2321 - Taquaral",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-07,"Rua Coronel Quirino, 1669 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-19,"Rua Maria Monteiro, 698 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
2026-02-07,"Rua Maria Monteiro, 1254 - Cambuí",Outros,Ocorrência comum registrada pela patrulha de rotina sem elementos de conexão com o caso principal.
